,loan_amnt,term_is_36,int_rate,grade,sub_grade,emp_length,annual_inc,purpose,addr_state,dti,inq_last_6mths,open_acc,pub_rec_bankruptcies,default
20422,6000.0,1,0.0766,A,A5,4.0,47000.0,debt_consolidation,NC,0.2007,1.0,9.0,0,0
20423,2000.0,1,0.1074,B,B4,8.0,86004.0,other,NC,0.2329,1.0,11.0,0,0
20424,14500.0,0,0.11109999999999999,B,B5,3.0,45000.0,debt_consolidation,IL,0.2475,0.0,11.0,0,0
20425,9600.0,0,0.1,B,B2,0.0,41000.0,credit_card,MO,0.2766,0.0,8.0,0,0
20426,14400.0,1,0.1,B,B2,2.0,50000.0,debt_consolidation,KY,0.1303,0.0,9.0,0,0
20427,23000.0,0,0.1602,D,D5,4.0,72000.0,debt_consolidation,OR,0.121,0.0,14.0,0,0
20428,25000.0,0,0.1602,D,D5,10.0,60000.0,small_business,MA,0.1392,0.0,7.0,0,1
20429,6500.0,0,0.1565,D,D4,10.0,62000.0,major_purchase,GA,0.10880000000000001,1.0,15.0,0,0
20430,1200.0,1,0.10369999999999999,B,B3,0.0,36000.0,major_purchase,NC,0.0,0.0,2.0,0,0
20431,12000.0,0,0.10369999999999999,B,B3,10.0,52000.0,debt_consolidation,NY,0.06,0.0,4.0,0,0
20432,18000.0,1,0.1268,C,C1,10.0,334000.0,debt_consolidation,TX,0.19949999999999998,0.0,13.0,0,0
20433,10000.0,1,0.0729,A,A4,4.0,82000.0,debt_consolidation,IL,0.17059999999999997,0.0,12.0,0,0
20434,10000.0,1,0.0729,A,A4,2.0,38400.0,debt_consolidation,FL,0.0278,0.0,9.0,0,0
20435,20000.0,1,0.11109999999999999,B,B5,5.0,110000.0,debt_consolidation,NY,0.0665,0.0,4.0,0,0
20436,2725.0,1,0.09630000000000001,B,B1,2.0,27000.0,credit_card,SC,0.052000000000000005,2.0,3.0,0,0
20437,9000.0,1,0.0579,A,A2,0.0,36000.0,credit_card,CA,0.149,0.0,9.0,0,0
20438,5000.0,1,0.0692,A,A3,0.0,40000.0,debt_consolidation,MA,0.1839,0.0,8.0,0,0
20439,10000.0,1,0.0766,A,A5,2.0,64583.0,medical,CO,0.1115,1.0,15.0,0,0
20440,4000.0,1,0.0729,A,A4,4.0,37000.0,debt_consolidation,MA,0.09210000000000002,0.0,2.0,0,0
20441,7500.0,1,0.1,B,B2,3.0,150000.0,credit_card,CA,0.1025,0.0,12.0,0,0
20442,15000.0,0,0.1491,D,D2,4.0,52884.0,debt_consolidation,NC,0.0808,1.0,8.0,0,0
20443,6300.0,1,0.1491,D,D2,6.0,75000.0,debt_consolidation,CA,0.0608,0.0,2.0,0,0
20444,5000.0,1,0.1074,B,B4,3.0,132996.0,other,CA,0.191,2.0,18.0,0,1
20445,25000.0,0,0.1528,D,D3,0.0,125000.0,home_improvement,TX,0.0761,2.0,7.0,0,0
20446,4000.0,1,0.1074,B,B4,0.0,31000.0,wedding,MA,0.0461,0.0,6.0,0,0
20447,6000.0,1,0.1454,D,D1,2.0,41196.0,credit_card,NH,0.2324,1.0,11.0,0,0
20448,10200.0,1,0.1268,C,C1,3.0,75000.0,debt_consolidation,NY,0.1771,1.0,8.0,0,0
20449,14000.0,1,0.10369999999999999,B,B3,4.0,39000.0,credit_card,PA,0.1714,0.0,8.0,0,0
20450,5000.0,1,0.1751,E,E4,1.0,27911.52,moving,CA,0.0959,0.0,2.0,0,0
20451,2000.0,1,0.0542,A,A1,1.0,18000.0,other,FL,0.01,0.0,5.0,0,0
20452,25000.0,0,0.1602,D,D5,10.0,120000.0,small_business,FL,0.0118,1.0,7.0,0,0
20453,6300.0,0,0.1306,C,C2,8.0,99840.0,home_improvement,TX,0.0983,0.0,7.0,0,0
20454,15150.0,1,0.1454,D,D1,4.0,45324.0,debt_consolidation,PA,0.1583,1.0,8.0,0,0
20455,12000.0,1,0.1788,E,E5,2.0,57600.0,small_business,AZ,0.1852,3.0,18.0,0,1
20456,15250.0,0,0.1677,E,E2,2.0,72000.0,vacation,NJ,0.209,0.0,7.0,0,1
20457,15600.0,0,0.1677,E,E2,6.0,49000.0,debt_consolidation,AZ,0.22039999999999998,1.0,10.0,0,0
20458,7500.0,1,0.16399999999999998,E,E1,0.0,50000.0,debt_consolidation,CA,0.1334,0.0,8.0,0,0
20459,5000.0,0,0.1343,C,C3,4.0,40000.0,debt_consolidation,PA,0.1449,2.0,9.0,0,1
20460,9875.0,1,0.0729,A,A4,4.0,30000.0,debt_consolidation,CT,0.2748,0.0,9.0,0,0
20461,8500.0,1,0.09630000000000001,B,B1,4.0,21221.0,home_improvement,CA,0.0876,3.0,5.0,0,0
20462,15250.0,1,0.1417,C,C5,1.0,38272.0,credit_card,NY,0.2126,1.0,13.0,0,0
20463,12000.0,1,0.10369999999999999,B,B3,0.0,42000.0,debt_consolidation,OK,0.19829999999999998,2.0,9.0,0,0
20464,24250.0,1,0.1602,D,D5,2.0,120000.0,major_purchase,TX,0.1465,2.0,21.0,0,0
20465,12000.0,1,0.1,B,B2,7.0,60000.0,debt_consolidation,WI,0.1232,1.0,6.0,1,0
20466,24250.0,1,0.16399999999999998,E,E1,10.0,60996.0,debt_consolidation,MD,0.1741,0.0,6.0,0,0
20467,3000.0,1,0.1602,D,D5,10.0,84996.0,major_purchase,CO,0.10830000000000001,0.0,3.0,0,0
20468,4500.0,1,0.0579,A,A2,10.0,23000.0,credit_card,MI,0.19149999999999998,2.0,10.0,0,0
20469,12000.0,1,0.0579,A,A2,10.0,70000.0,small_business,TX,0.042,0.0,14.0,0,0
20470,11500.0,1,0.0729,A,A4,4.0,25000.0,credit_card,NV,0.19440000000000002,1.0,5.0,0,0
20471,10000.0,1,0.0579,A,A2,0.0,40000.0,debt_consolidation,MN,0.14550000000000002,0.0,11.0,0,0
20472,8000.0,1,0.0579,A,A2,4.0,48000.0,major_purchase,KS,0.0072,0.0,5.0,0,0
20473,7200.0,0,0.1306,C,C2,7.0,56000.0,other,WA,0.18170000000000003,1.0,13.0,0,0
20474,16000.0,1,0.11109999999999999,B,B5,10.0,92000.0,debt_consolidation,IL,0.1594,1.0,14.0,0,0
20475,4800.0,1,0.1036,B,B5,4.0,90000.0,medical,OH,0.1931,2.0,20.0,1,0
20476,3600.0,1,0.1602,D,D5,3.0,39772.0,other,CA,0.0287,1.0,3.0,0,1
20477,25000.0,1,0.1602,D,D5,9.0,88000.0,debt_consolidation,NY,0.1478,1.0,10.0,0,0
20478,21000.0,0,0.1491,D,D2,10.0,78000.0,medical,CA,0.0562,3.0,13.0,0,0
20479,3000.0,1,0.10369999999999999,B,B3,2.0,50000.0,car,CA,0.0958,0.0,3.0,0,0
20480,3500.0,1,0.11109999999999999,B,B5,4.0,25000.0,credit_card,NJ,0.1267,0.0,6.0,0,0
20481,9600.0,0,0.1343,C,C3,4.0,62400.0,wedding,MD,0.1437,1.0,8.0,0,0
20482,8000.0,1,0.10369999999999999,B,B3,3.0,87000.0,debt_consolidation,CA,0.0832,0.0,11.0,0,0
20483,20000.0,1,0.1306,C,C2,10.0,100000.0,wedding,WA,0.005600000000000001,2.0,4.0,0,0
20484,13000.0,1,0.0692,A,A3,0.0,28800.0,debt_consolidation,CA,0.1696,0.0,13.0,0,0
20485,10800.0,0,0.1417,C,C5,4.0,33000.0,debt_consolidation,OH,0.2,2.0,7.0,1,1
20486,17600.0,0,0.11109999999999999,B,B5,7.0,87000.0,debt_consolidation,NY,0.1421,0.0,9.0,0,1
20487,2000.0,1,0.1343,C,C3,10.0,75000.0,other,WA,0.1059,1.0,10.0,0,0
20488,10000.0,1,0.10369999999999999,B,B3,2.0,72000.0,other,GA,0.0662,0.0,7.0,0,0
20489,25000.0,1,0.1306,C,C2,0.0,138000.0,other,MI,0.0414,0.0,4.0,0,0
20490,13600.0,1,0.11109999999999999,B,B5,2.0,95000.0,major_purchase,CA,0.0911,1.0,3.0,0,0
20491,25000.0,0,0.1714,E,E3,4.0,165000.0,debt_consolidation,TX,0.1164,2.0,7.0,0,0
20492,25000.0,0,0.1602,D,D5,8.0,100000.0,debt_consolidation,NY,0.1681,2.0,12.0,0,1
20493,20000.0,0,0.16399999999999998,E,E1,10.0,82284.0,other,CA,0.1594,2.0,12.0,0,0
20494,8000.0,1,0.10369999999999999,B,B3,3.0,43000.0,debt_consolidation,CT,0.0553,0.0,5.0,0,0
20495,6600.0,0,0.1565,D,D4,7.0,59000.0,small_business,MA,0.12710000000000002,1.0,5.0,0,0
20496,13000.0,0,0.1268,C,C1,7.0,65000.0,debt_consolidation,CA,0.0663,0.0,6.0,0,0
20497,10000.0,1,0.0729,A,A4,2.0,75000.0,home_improvement,CA,0.0072,1.0,7.0,0,0
20498,9500.0,1,0.10369999999999999,B,B3,9.0,90400.0,other,LA,0.0812,2.0,7.0,0,0
20499,14000.0,0,0.1528,D,D3,4.0,45000.0,debt_consolidation,TX,0.2237,2.0,11.0,0,0
20500,5600.0,0,0.1268,C,C1,1.0,31000.0,credit_card,VA,0.16449999999999998,1.0,6.0,0,1
20501,20000.0,0,0.138,C,C4,0.0,168000.0,home_improvement,NJ,0.0746,1.0,9.0,0,0
20502,10000.0,1,0.0579,A,A2,1.0,90000.0,other,NJ,0.054299999999999994,0.0,6.0,0,0
20503,8000.0,1,0.1074,B,B4,5.0,40000.0,debt_consolidation,MA,0.13019999999999998,1.0,9.0,0,0
20504,10000.0,1,0.138,C,C4,10.0,42500.0,debt_consolidation,IL,0.0028000000000000004,3.0,3.0,1,0
20505,10000.0,0,0.10369999999999999,B,B3,10.0,39000.0,debt_consolidation,PA,0.16949999999999998,2.0,8.0,0,0
20506,15000.0,0,0.1343,C,C3,10.0,125000.0,wedding,KS,0.2506,1.0,16.0,0,0
20507,10000.0,0,0.1268,C,C1,2.0,23000.0,credit_card,CA,0.1576,0.0,3.0,0,0
20508,5000.0,1,0.0579,A,A2,10.0,64000.0,major_purchase,FL,0.0885,2.0,9.0,0,0
20509,7750.0,1,0.0766,A,A5,9.0,43000.0,credit_card,CA,0.1856,1.0,9.0,0,0
20510,23000.0,0,0.1714,E,E3,7.0,55000.0,debt_consolidation,GA,0.16190000000000002,0.0,7.0,0,0
20511,12000.0,1,0.0729,A,A4,0.0,35000.0,wedding,IL,0.1035,1.0,7.0,0,0
20512,25000.0,1,0.1074,B,B4,6.0,105000.0,debt_consolidation,CA,0.0965,0.0,8.0,0,0
20513,22000.0,0,0.1788,E,E5,9.0,60000.0,debt_consolidation,NJ,0.19899999999999998,0.0,6.0,0,1
20514,25000.0,1,0.16399999999999998,E,E1,10.0,62400.0,debt_consolidation,UT,0.0819,2.0,5.0,0,1
20515,12000.0,0,0.1491,D,D2,1.0,28800.0,house,CT,0.0425,6.0,4.0,0,0
20516,14400.0,1,0.1074,B,B4,2.0,100000.0,credit_card,NJ,0.066,0.0,11.0,1,0
20517,20000.0,0,0.138,C,C4,4.0,47004.0,other,PA,0.14730000000000001,1.0,6.0,0,0
20518,6500.0,1,0.0542,A,A1,6.0,480000.0,home_improvement,TX,0.0009,0.0,7.0,0,0
20519,18250.0,0,0.1714,E,E3,6.0,49000.0,debt_consolidation,OR,0.2214,1.0,6.0,0,0
20520,14400.0,0,0.11109999999999999,B,B5,3.0,45000.0,debt_consolidation,OH,0.2069,0.0,8.0,0,0
20521,13500.0,1,0.1,B,B2,6.0,36000.0,debt_consolidation,NV,0.217,0.0,5.0,0,0
20522,8500.0,0,0.1714,E,E3,4.0,39828.0,debt_consolidation,NY,0.2148,1.0,7.0,0,0
20523,5000.0,1,0.0766,A,A5,10.0,100000.0,small_business,CA,0.0319,0.0,3.0,0,0
20524,9600.0,1,0.0579,A,A2,7.0,88000.0,house,MI,0.1323,0.0,10.0,0,0
20525,3600.0,1,0.09630000000000001,B,B1,3.0,60000.0,debt_consolidation,FL,0.051399999999999994,1.0,13.0,0,0
20526,10000.0,1,0.0729,A,A4,1.0,48000.0,small_business,CA,0.1505,1.0,19.0,0,0
20527,20000.0,1,0.11109999999999999,B,B5,4.0,83000.0,credit_card,LA,0.1991,1.0,9.0,0,0
20528,4800.0,0,0.1565,D,D4,3.0,78000.0,major_purchase,AZ,0.1586,3.0,9.0,0,0
20529,6700.0,1,0.0766,A,A5,0.0,12000.0,other,NY,0.066,0.0,5.0,0,1
20530,10000.0,1,0.0579,A,A2,5.0,90000.0,car,CA,0.0084,0.0,7.0,0,0
20531,12000.0,1,0.0729,A,A4,4.0,140004.0,other,VA,0.16149999999999998,0.0,9.0,0,0
20532,2000.0,1,0.1074,B,B4,10.0,53976.0,other,NY,0.2114,0.0,9.0,0,0
20533,8000.0,1,0.1343,C,C3,10.0,58000.0,major_purchase,NY,0.1463,1.0,9.0,0,0
20534,25000.0,1,0.138,C,C4,6.0,96000.0,small_business,VA,0.0148,3.0,7.0,0,0
20535,3000.0,1,0.0579,A,A2,0.0,79272.0,other,TX,0.11689999999999999,2.0,6.0,0,0
20536,6000.0,1,0.1417,C,C5,10.0,50000.0,debt_consolidation,NY,0.1783,2.0,17.0,1,0
20537,12000.0,1,0.0692,A,A3,0.0,49700.0,credit_card,AZ,0.0599,1.0,14.0,0,0
20538,1800.0,1,0.1,B,B2,1.0,50004.0,other,FL,0.1893,1.0,11.0,0,1
20539,9000.0,0,0.11109999999999999,B,B5,5.0,45000.0,car,PA,0.1325,0.0,11.0,0,0
20540,9600.0,0,0.1268,C,C1,10.0,58516.0,debt_consolidation,NM,0.153,2.0,6.0,0,0
20541,5500.0,0,0.1343,C,C3,1.0,95000.0,moving,MA,0.0992,3.0,10.0,0,1
20542,15000.0,1,0.16399999999999998,E,E1,10.0,47000.0,debt_consolidation,NY,0.1838,0.0,7.0,0,0
20543,6000.0,1,0.0542,A,A1,10.0,46200.0,credit_card,NY,0.2662,0.0,19.0,0,0
20544,12000.0,1,0.09630000000000001,B,B1,1.0,160000.0,debt_consolidation,IL,0.0414,4.0,10.0,0,0
20545,10000.0,1,0.1,B,B2,6.0,40000.0,credit_card,NY,0.2382,0.0,11.0,0,0
20546,11000.0,1,0.0729,A,A4,2.0,51250.0,credit_card,CA,0.26289999999999997,1.0,8.0,0,0
20547,25000.0,0,0.1751,E,E4,3.0,80000.0,small_business,NJ,0.0663,2.0,10.0,0,1
20548,7200.0,0,0.1528,D,D3,2.0,22200.0,debt_consolidation,IL,0.1816,1.0,8.0,0,0
20549,20000.0,1,0.10369999999999999,B,B3,0.0,170000.0,debt_consolidation,MD,0.1115,0.0,8.0,0,0
20550,10000.0,1,0.0692,A,A3,0.0,68700.0,credit_card,MI,0.1654,0.0,8.0,0,1
20551,6500.0,1,0.0579,A,A2,8.0,76800.0,credit_card,TX,0.2284,0.0,11.0,0,0
20552,20000.0,0,0.1417,C,C5,5.0,58000.0,wedding,PA,0.1436,1.0,10.0,0,0
20553,1500.0,0,0.1268,C,C1,4.0,40000.0,vacation,CT,0.0708,2.0,8.0,0,0
20554,12000.0,0,0.1306,C,C2,9.0,37000.0,credit_card,NY,0.11810000000000001,0.0,4.0,0,0
20555,5200.0,1,0.1343,C,C3,0.0,26000.0,credit_card,MO,0.1777,2.0,8.0,0,0
20556,5000.0,0,0.1074,B,B4,4.0,78000.0,car,TX,0.1418,0.0,6.0,0,0
20557,20000.0,1,0.11109999999999999,B,B5,0.0,75000.0,debt_consolidation,CA,0.12619999999999998,0.0,10.0,0,0
20558,8400.0,1,0.0729,A,A4,1.0,60000.0,small_business,MA,0.048600000000000004,0.0,5.0,0,0
20559,10000.0,1,0.0766,A,A5,5.0,85000.0,small_business,FL,0.0726,0.0,4.0,0,0
20560,14000.0,1,0.1751,E,E4,0.0,95000.0,credit_card,DC,0.09369999999999999,0.0,3.0,0,0
20561,22000.0,0,0.1306,C,C2,10.0,45000.0,debt_consolidation,FL,0.1005,0.0,10.0,0,0
20562,3000.0,1,0.11109999999999999,B,B5,0.0,41000.0,medical,OK,0.2353,2.0,7.0,0,1
20563,7000.0,1,0.0692,A,A3,3.0,85000.0,credit_card,CA,0.0256,0.0,4.0,0,0
20564,8000.0,1,0.0692,A,A3,4.0,54300.0,other,MN,0.1348,1.0,18.0,0,0
20565,10000.0,0,0.1417,C,C5,3.0,74000.0,debt_consolidation,WI,0.1819,1.0,14.0,0,0
20566,8400.0,0,0.1491,D,D2,3.0,65000.0,debt_consolidation,CA,0.0951,1.0,16.0,0,0
20567,20000.0,1,0.0617,A,A3,6.0,100000.0,home_improvement,FL,0.0943,1.0,9.0,0,0
20568,3800.0,1,0.1528,D,D3,4.0,75000.0,debt_consolidation,NY,0.0435,0.0,5.0,0,1
20569,15000.0,0,0.1565,D,D4,10.0,69000.0,debt_consolidation,VA,0.1993,1.0,12.0,0,0
20570,9250.0,0,0.1751,E,E4,6.0,21000.0,debt_consolidation,NY,0.10400000000000001,0.0,8.0,0,0
20571,8000.0,1,0.1268,C,C1,2.0,62000.0,debt_consolidation,GA,0.047400000000000005,2.0,23.0,0,0
20572,15000.0,1,0.09630000000000001,B,B1,10.0,32304.0,debt_consolidation,AZ,0.22510000000000002,0.0,9.0,0,0
20573,8000.0,1,0.11109999999999999,B,B5,0.0,27000.0,debt_consolidation,PA,0.0716,1.0,4.0,0,0
20574,6200.0,1,0.1491,D,D2,3.0,30000.0,debt_consolidation,WI,0.2364,0.0,13.0,0,0
20575,12250.0,1,0.0766,A,A5,4.0,102000.0,home_improvement,AZ,0.10859999999999999,1.0,10.0,0,0
20576,5000.0,1,0.09630000000000001,B,B1,5.0,36000.0,other,CO,0.2673,0.0,7.0,0,0
20577,5000.0,0,0.1417,C,C5,0.0,30000.0,debt_consolidation,NJ,0.166,1.0,8.0,0,0
20578,17000.0,0,0.1268,C,C1,4.0,40000.0,debt_consolidation,NY,0.0909,0.0,7.0,0,0
20579,5000.0,1,0.1528,D,D3,6.0,24000.0,other,CT,0.0285,0.0,4.0,0,0
20580,10000.0,1,0.1074,B,B4,6.0,62000.0,credit_card,CA,0.0536,0.0,5.0,0,0
20581,14000.0,1,0.11109999999999999,B,B5,4.0,75000.0,debt_consolidation,NY,0.1426,0.0,11.0,0,0
20582,12300.0,1,0.1074,B,B4,1.0,30000.0,debt_consolidation,WA,0.218,0.0,7.0,0,0
20583,10000.0,1,0.0729,A,A4,5.0,87000.0,debt_consolidation,PA,0.0354,0.0,8.0,0,0
20584,20000.0,0,0.1306,C,C2,5.0,55000.0,debt_consolidation,NY,0.11410000000000001,0.0,10.0,0,0
20585,10000.0,1,0.1825,F,F1,10.0,180000.0,debt_consolidation,MA,0.1452,3.0,12.0,0,0
20586,8400.0,1,0.1074,B,B4,3.0,48250.0,debt_consolidation,CO,0.1485,0.0,6.0,0,0
20587,25000.0,0,0.20850000000000002,G,G3,10.0,225000.0,credit_card,TX,0.1974,0.0,9.0,0,0
20588,13475.0,0,0.1074,B,B4,1.0,30000.0,credit_card,NC,0.22640000000000002,0.0,11.0,0,0
20589,7200.0,1,0.0766,A,A5,5.0,54996.0,other,CA,0.2025,0.0,9.0,0,0
20590,11000.0,1,0.0729,A,A4,10.0,70000.0,debt_consolidation,MI,0.16829999999999998,0.0,9.0,0,0
20591,14500.0,0,0.1,B,B2,10.0,77400.0,debt_consolidation,MN,0.12279999999999999,0.0,12.0,0,0
20592,6000.0,1,0.0766,A,A5,4.0,150000.0,home_improvement,NY,0.10220000000000001,2.0,11.0,0,0
20593,4375.0,1,0.09630000000000001,B,B1,6.0,16500.0,major_purchase,HI,0.1753,0.0,13.0,0,0
20594,10000.0,1,0.10369999999999999,B,B3,10.0,85000.0,debt_consolidation,CA,0.16690000000000002,1.0,4.0,0,0
20595,10000.0,0,0.1528,D,D3,6.0,80000.0,debt_consolidation,CA,0.2332,0.0,15.0,0,0
20596,3000.0,1,0.0729,A,A4,8.0,150000.0,car,CA,0.1268,0.0,13.0,0,0
20597,7700.0,1,0.1074,B,B4,2.0,100000.0,debt_consolidation,MA,0.1166,0.0,7.0,0,0
20598,9000.0,1,0.0579,A,A2,3.0,84000.0,debt_consolidation,TX,0.1091,0.0,6.0,0,0
20599,20000.0,0,0.16399999999999998,E,E1,7.0,58480.0,debt_consolidation,CO,0.19269999999999998,0.0,10.0,1,1
20600,10000.0,1,0.1454,D,D1,10.0,34000.0,debt_consolidation,CA,0.2527,1.0,3.0,0,1
20601,25000.0,1,0.1074,B,B4,6.0,120000.0,credit_card,GA,0.18489999999999998,0.0,15.0,0,0
20602,10000.0,1,0.0692,A,A3,10.0,43337.0,small_business,TX,0.2489,0.0,5.0,0,0
20603,20000.0,1,0.1454,D,D1,0.0,98000.0,debt_consolidation,NC,0.0774,0.0,7.0,0,0
20604,17000.0,1,0.1,B,B2,0.0,95000.0,major_purchase,CT,0.18969999999999998,0.0,13.0,0,0
20605,10000.0,0,0.1306,C,C2,3.0,80000.0,debt_consolidation,CA,0.155,0.0,7.0,0,0
20606,15000.0,0,0.2011,G,G1,6.0,75000.0,home_improvement,AZ,0.0458,0.0,4.0,0,0
20607,10750.0,1,0.1268,C,C1,10.0,30067.2,major_purchase,OH,0.2259,1.0,10.0,0,1
20608,7200.0,1,0.0691,A,A5,1.0,20800.0,debt_consolidation,AZ,0.0087,0.0,5.0,0,1
20609,20000.0,0,0.1491,D,D2,10.0,131000.0,debt_consolidation,NY,0.1793,3.0,19.0,0,0
20610,6000.0,1,0.0542,A,A1,10.0,55000.0,debt_consolidation,NJ,0.1636,0.0,5.0,0,0
20611,12000.0,0,0.1343,C,C3,10.0,55000.0,credit_card,NC,0.21489999999999998,2.0,11.0,0,0
20612,12150.0,1,0.10369999999999999,B,B3,2.0,67000.0,debt_consolidation,WA,0.0842,0.0,4.0,0,0
20613,3500.0,1,0.0729,A,A4,3.0,75000.0,car,NJ,0.0947,0.0,3.0,0,0
20614,6500.0,1,0.0579,A,A2,5.0,50000.0,wedding,IL,0.1058,3.0,5.0,0,0
20615,22750.0,0,0.1862,F,F2,1.0,36000.0,debt_consolidation,CA,0.1073,0.0,11.0,0,1
20616,25000.0,1,0.1602,D,D5,3.0,90000.0,small_business,NJ,0.0124,0.0,5.0,0,1
20617,10000.0,1,0.0579,A,A2,0.0,125000.0,credit_card,CA,0.21230000000000002,0.0,10.0,0,0
20618,20000.0,1,0.1306,C,C2,8.0,92000.0,credit_card,FL,0.0348,0.0,4.0,0,0
20619,13250.0,0,0.1343,C,C3,10.0,75324.0,debt_consolidation,OR,0.183,1.0,14.0,0,0
20620,11000.0,0,0.1306,C,C2,4.0,23000.0,other,NY,0.0063,1.0,3.0,0,0
20621,15000.0,1,0.1074,B,B4,3.0,55315.0,small_business,UT,0.0054,1.0,5.0,0,0
20622,3000.0,1,0.16399999999999998,E,E1,4.0,19200.0,major_purchase,CA,0.025,1.0,3.0,0,0
20623,4000.0,0,0.11109999999999999,B,B5,6.0,54000.0,debt_consolidation,NY,0.20489999999999997,0.0,5.0,0,0
20624,21000.0,0,0.1751,E,E4,4.0,74000.0,debt_consolidation,IL,0.1258,3.0,13.0,0,1
20625,12000.0,1,0.0729,A,A4,4.0,60000.0,debt_consolidation,VA,0.1518,0.0,7.0,0,0
20626,10000.0,1,0.0729,A,A4,8.0,45756.0,major_purchase,WI,0.0934,0.0,7.0,0,0
20627,9250.0,1,0.1565,D,D4,10.0,38000.0,debt_consolidation,VA,0.2444,2.0,16.0,0,1
20628,22000.0,1,0.1936,F,F4,1.0,72000.0,debt_consolidation,CA,0.1137,0.0,6.0,0,0
20629,5600.0,1,0.1306,C,C2,1.0,36000.0,debt_consolidation,IL,0.1463,1.0,11.0,0,0
20630,4800.0,0,0.1602,D,D5,2.0,60000.0,debt_consolidation,MA,0.051,3.0,8.0,0,0
20631,7000.0,1,0.0766,A,A5,2.0,250000.0,credit_card,FL,0.0378,1.0,7.0,0,1
20632,15000.0,0,0.1268,C,C1,2.0,82800.0,debt_consolidation,TX,0.2662,0.0,13.0,0,0
20633,9000.0,1,0.138,C,C4,4.0,180000.0,debt_consolidation,CA,0.0691,2.0,12.0,0,0
20634,12000.0,1,0.10369999999999999,B,B3,4.0,56500.0,debt_consolidation,CA,0.17350000000000002,0.0,10.0,0,0
20635,18000.0,1,0.1074,B,B4,8.0,46028.1,debt_consolidation,PA,0.195,2.0,12.0,0,0
20636,18000.0,0,0.16399999999999998,E,E1,10.0,135000.0,debt_consolidation,TX,0.1309,0.0,9.0,0,0
20637,4000.0,1,0.10369999999999999,B,B3,4.0,154000.0,moving,NV,0.1362,3.0,15.0,0,0
20638,5000.0,1,0.1491,D,D2,1.0,150000.0,other,NY,0.0033,2.0,3.0,0,0
20639,15000.0,0,0.2011,G,G1,3.0,40000.0,debt_consolidation,NJ,0.1365,2.0,13.0,0,1
20640,15000.0,1,0.09630000000000001,B,B1,8.0,60996.0,other,NY,0.1782,0.0,14.0,0,0
20641,1200.0,1,0.138,C,C4,10.0,43000.0,major_purchase,NY,0.2216,2.0,10.0,1,0
20642,10000.0,1,0.11109999999999999,B,B5,0.0,36000.0,major_purchase,CA,0.0617,0.0,11.0,0,0
20643,8750.0,1,0.1268,C,C1,2.0,59000.0,debt_consolidation,NJ,0.1475,3.0,11.0,0,0
20644,4800.0,1,0.0579,A,A2,3.0,22800.0,other,SC,0.25739999999999996,1.0,6.0,0,0
20645,16000.0,0,0.16399999999999998,E,E1,1.0,70000.0,credit_card,AK,0.0969,1.0,8.0,1,1
20646,17500.0,1,0.11109999999999999,B,B5,0.0,38000.0,debt_consolidation,AZ,0.1734,0.0,8.0,0,0
20647,10000.0,1,0.10369999999999999,B,B3,7.0,55000.0,debt_consolidation,KS,0.1789,1.0,7.0,0,0
20648,9250.0,0,0.16399999999999998,E,E1,10.0,36000.0,debt_consolidation,NC,0.223,0.0,17.0,0,0
20649,4800.0,1,0.1306,C,C2,10.0,36000.0,debt_consolidation,SD,0.1727,0.0,4.0,1,0
20650,8500.0,1,0.09630000000000001,B,B1,10.0,55000.0,credit_card,NY,0.18350000000000002,1.0,12.0,0,0
20651,7000.0,1,0.09630000000000001,B,B1,6.0,66000.0,car,NM,0.2284,3.0,15.0,0,0
20652,10000.0,1,0.10369999999999999,B,B3,2.0,68000.0,debt_consolidation,SC,0.1251,1.0,11.0,0,1
20653,12000.0,1,0.0729,A,A4,2.0,75000.0,small_business,NC,0.27149999999999996,0.0,7.0,0,0
20654,11000.0,0,0.1491,D,D2,10.0,60000.0,debt_consolidation,UT,0.19699999999999998,1.0,19.0,1,1
20655,20000.0,1,0.1306,C,C2,3.0,80000.0,debt_consolidation,NY,0.1117,1.0,12.0,0,0
20656,5000.0,1,0.0692,A,A3,4.0,12000.0,other,NY,0.085,0.0,6.0,0,0
20657,20000.0,1,0.1528,D,D3,4.0,120000.0,debt_consolidation,CA,0.0704,0.0,6.0,0,0
20658,20000.0,0,0.16399999999999998,E,E1,6.0,65000.0,debt_consolidation,CA,0.2162,3.0,6.0,0,1
20659,7000.0,1,0.1268,C,C1,7.0,35000.0,debt_consolidation,IL,0.22769999999999999,0.0,12.0,0,0
20660,6000.0,1,0.0766,A,A5,3.0,72000.0,major_purchase,NJ,0.1458,1.0,7.0,0,0
20661,25000.0,1,0.1074,B,B4,5.0,140000.0,debt_consolidation,NC,0.050499999999999996,0.0,6.0,0,0
20662,10000.0,1,0.1268,C,C1,10.0,44000.0,debt_consolidation,PA,0.19039999999999999,2.0,9.0,1,0
20663,18000.0,1,0.138,C,C4,9.0,53000.0,debt_consolidation,KS,0.2101,1.0,10.0,0,0
20664,11000.0,0,0.1306,C,C2,7.0,84000.0,debt_consolidation,CA,0.1161,0.0,11.0,0,0
20665,8000.0,0,0.1565,D,D4,3.0,60000.0,debt_consolidation,NV,0.126,2.0,11.0,0,1
20666,6000.0,0,0.1677,E,E2,5.0,54996.0,other,TX,0.1606,0.0,8.0,0,0
